date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감
2024.11.16,5점만점에 2점,"복합성, 봄웜톤, 각질, 다크서클",,,[옵션] [단품]23 피치 피치 미,냄새가 핑크물약냄새 나고 색은 나쁘지않아요 추천파닠않음,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.11.14,5점만점에 2점,"건성, 가을웜톤, 다크서클, 모공",,한달이상사용,[옵션] [NEW]오드 그레이프,아니 이게 너무 다운된 색이라서 일단 저랑 안어울려요..매장에선 분명 예뻣는데… 그리고 요플레 현상이 좀 있습니다,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.11.13,5점만점에 1점,"복합성, 가을웜톤, 블랙헤드",,,[옵션] [단품] 20 쥬쥬 피그,"아 쥬쥬피그 절대 웜톤 아님 걍 클톤색임,, 일 좀 제대로 하세요",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.11.08,5점만점에 2점,"트러블성, 쿨톤, 모공, 잡티",,,[옵션] 15 베어 피그,"파국립 ... 너무 뮤트하고 딥함
진짜 시체 립 컬러같음 사지마세요 브라이트톤은 제발",2,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.11.07,5점만점에 2점,"복합성, 봄웜톤, 모공, 미백",,,[옵션] 09 멀드 피치,"아니 롬앤..왜 가격올리고 용량 줄였어요?
13000원으로 올려놓고 세일할때 8900원에 팔면 모를줄알았나요 진짜...정가 13000원이면 저렴하게 많이 파는 롬앤 이미지 안맞는다구요...",0,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2024.11.07,5점만점에 2점,"복합성, 봄웜톤, 모공, 미백",,,[옵션] [단품]03 베어 그레이프,"아니 롬앤..왜 가격올리고 용량 줄였어요?
13000원으로 올려놓고 세일할때 8900원에 팔면 모를줄알았나요 진짜...정가 13000원이면 저렴하게 많이 파는 롬앤 이미지 안맞는다구요...",0,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2024.11.03,5점만점에 2점,"건성, 겨울쿨톤, 각질, 다크서클",,,[옵션] 04 피그 피그,리뉴얼전 피그피그 몇십통쓴 유일한 정착템이었는데……ㅜㅜ색이 더 쿨해졌달까 어둡고 쿨해진느낌 ㅠ돌려줘요,4,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.09.12,5점만점에 1점,,,한달이상사용,[옵션] [올리브영단독]베어그레이프,"왜.. 인기가 있는지 모르겠수다..
롬앤 틴트들은 모두 향이 불호예요..
그리고 색도 똥ㅇ로 변함

립은 롬앤에서 절대 안삼",0,보통이에요,보통이에요,보통이에요,보통이에요
2024.08.30,5점만점에 2점,"건성, 쿨톤, 다크서클, 미백",394,한달이상사용,[옵션] [올리브영단독]필링 앵두,핑크기가 많이 돌아서 저한텐 별로 안어울려서 아쉽네요ㅜㅜ,3,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2024.07.29,5점만점에 2점,"복합성, 웜톤, 각질, 모공",,,[옵션] [이나피] 베어 그레이프,"패키지가 귀여워서 구매 했는데 저랑은 안맞는 컬러 인것 같아요
다른컬러를 구매 해봐야겠어요.",0,보통이에요,보통이에요,보통이에요,보통이에요
2024.07.09,5점만점에 2점,"지성, 봄웜톤, 모공",,,[옵션] [재출시] 피치미,"아 나만 롬앤 립이랑 안맞음?
세상이 나를 향해 구라치는 것 같음 매번
다들 왜이렇게 이 틴트를 조아하는지
나도 알고 싶다 정말로

각질부각이슈+색시커매짐이슈 등
....왜 재출시하신거져",1,보통이에요,보통이에요,보통이에요,보통이에요
2024.06.08,5점만점에 1점,"민감성, 여름쿨톤, 모공",,,[옵션] [NEW]오드 그레이프,"케이스 불량인지 줄줄 새는거 최악
롬앤은 이게 늘 문제인데 왜 용기 개선 안 하죠?
색깔만 여러가지 뽑으면 다인가요?",0,보통이에요,보통이에요,보통이에요,보통이에요
2024.05.23,5점만점에 1점,"복합성, 봄웜톤, 블랙헤드, 잡티",,,[옵션] [재출시] 피치미,색상 봄라한테 너무 쿨하고 걍 핑크미임..ㅎ 별로임.. 두개나샀는데 어떻게 해야할지^^..실망이 큽니다..,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.05.18,5점만점에 2점,"건성, 봄웜톤, 탄력, 트러블",,한달이상사용,[옵션] 파파야 잼,"제 입술에는 발색이 거의 안됩니다 ㅠ.... 생각했던것보다 얇게 발리고 , 어두워요 ㅠㅠ",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.05.17,5점만점에 2점,"건성, 봄웜톤, 각질, 다크서클",,,[옵션] [올리브영단독]베어그레이프,봄라까지도 괜찮다는 리뷰를 봐서 구매했는데 죽죽한 포도 핑크예요..,0,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요
2024.05.12,5점만점에 1점,"건성, 가을웜톤, 미백, 잡티",,한달이상사용,[옵션] [올리브영단독]누카다미아,너무 잘 지워지고 너무 잘 새요.. 그래도 색은 이뻐서 써요ㅛ,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.05.08,5점만점에 2점,"건성, 봄웜톤, 민감성, 잡티",,,[옵션] [재출시] 피치미,"저는 라이트톤+여쿨 피부타입인데,, 이건 웜이신분들이 발라야하는거같아요 ㅠㅠ 입술이 동동 뜨는 기분이네용 여쿨..금지금지!!!!
그리고 예쁘게 번지는듯한 느낌은아니라서 제스탈은 아닙니당..",0,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요
2024.05.06,5점만점에 1점,,,한달이상사용,[옵션] [NEW]멜로우 페어,"안바른듯 바른듯
틴트인디 착색이 엄서요
이번 립은 실패인거같아요",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.05.04,5점만점에 2점,"복합성, 여름쿨톤, 각질, 모공",36,한달이상사용,[옵션] [NEW]오드 그레이프,"여름뮤트라서 일단 이름에 포도 들어가면 사고보는 사람인데 생각보다 잿빛잿빛잿빛 덩어리 그자체예요 ㅋㅋ.. 베어그레이프보다 훠얼씬 어둡고 채도가 낮고,, 잿빛이 훨씬 많이 돌아서 입술에 바르면 조퇴 가능한 입술 돼요 ㅠ;;",11,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2024.05.04,5점만점에 2점,,427,한달이상사용,[옵션] [NEW]멜로우 페어,1콧 색상은 나쁘지 않습니다. 덧바르면 어두운 보라색 혹은 자주빛 이 돕니다.,1,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2024.04.30,5점만점에 1점,"복합성, 쿨톤, 미백, 주름",,한달이상사용,[옵션] [올리브영단독]포멜로 스킨,색을 잘못 골라서 아주 망. . 바르면 입술이 죽어보이고 얼굴도 즉어보이고,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2024.04.21,5점만점에 1점,"트러블성, 가을웜톤, 트러블",,,[옵션] 쥬쥬브,공홈에서는 되게 연한 핑크였는데 막상 바르고보니 그냥 엄청 빨간 틴트네요 ㅜ,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.04.05,5점만점에 2점,"복합성, 봄웜톤, 각질, 미백",,,[옵션] 핑크 팝시클,역시 롬앤은 발샏샷 믿으면 안되더라구여... 사진에선 쨍한데 직접 보면 엄청 형광기,1,다소 아쉬워요,지속이 오래돼요,보통이에요,보통이에요
2024.04.05,5점만점에 2점,"민감성, 여름쿨톤, 각질, 모공",,,[옵션] [NEW]오드 그레이프,"이미지와 다르게 포도빛이 강해요
바르는데 너무 탁한 포도빛이 있는 밝은 컬러..
입술에 포도빛이 둥둥.. 따로 놉니다ㅜ",0,보통이에요,예상보다 짧아요,아주 만족해요,아주 촉촉해요
2024.04.03,5점만점에 1점,,,,[옵션] [NEW]멜로우 페어,"내 입술색..
브리즈 보라끼 낭낭하대서 멜로우가 베이지 톤 나오겠지지만 얘도 옅은 보라 느껴짐
바르고나면 립밤바른것 같아요.",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2024.04.03,5점만점에 1점,"트러블성, 봄웜톤, 블랙헤드, 탄력",,한달이상사용,[옵션] [올리브영단독]베어그레이프,저에게 색이 별로였어여 쿨ㅋ톤분등에게 어울리규 웜톤에겐 벙유,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.03.13,5점만점에 1점,"건성, 가을웜톤, 미백, 잡티",,,[옵션] [올리브영단독]누카다미아,냄새도 이상하고 진짜 색도 별로고 요플레 현상도... 다시는 구매 안해요 너무 잘 새요,1,아주 만족해요,예상보다 짧아요,다소 아쉬워요,매트해요
2024.03.05,5점만점에 1점,"복합성, 쿨톤, 다크서클, 미백",,한달이상사용,[옵션] 베어 애프리콧,나 자신아 제발 틴트는 오프라인에서 사자 제발..사진이랑 다르다구,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.03.05,5점만점에 2점,"지성, 여름쿨톤, 각질, 다크서클",,한달이상사용,[옵션] [올리브영단독]포멜로 스킨,갈웜뮤트 색인듯 쿨톤인 내가바르니까 김치국물됨 쿨톤사지마삼,1,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2024.03.01,5점만점에 2점,,,,[옵션] [올리브영단독]필링 앵두,발림성은 나쁘지 않은데 색상은 소소 문제는 냄새예요 향이 제 스타일이 아니네요 ㅠㅠ,0,보통이에요,보통이에요,보통이에요,보통이에요
2024.03.01,5점만점에 1점,"복합성, 쿨톤, 모공, 미백",,한달이상사용,[옵션] [올리브영단독]베어그레이프,"비추하고 싶어요 촉촉하고 광은 이쁜데 입술이 푸르스름해져요
지속력도 그닥이고 착색될수록 아픈사람이 되는거 같아요
포도향도 너무 강해서 머리가 어지러워요",2,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2024.02.22,5점만점에 1점,"민감성, 쿨톤, 각질, 모공",,한달이상사용,[옵션] 베어 베리 스무디,"지속력꽝
색상유지력 처음발색과 10분후 발색 다름
척촉하지만 금방 마름
이거왜사요?",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2024.02.13,5점만점에 2점,,,,[옵션] [올리브영단독]포멜로 스킨,이 색상은 절대 손등발색하고 구매허시면 안됩니다 ㅎ 저처람 입술 자체가 핑크색이 있다면 투명립밤처럼 발색됩니다~~~ 베이스로 깔만큼 색이 올라오지도 않아요,0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요
2024.02.01,5점만점에 2점,"복합성, 쿨톤, 모공, 미백",,한달이상사용,[옵션] [기획] 베어 그레이프,그 입술색이 다 다르기 때문에 내 입술에 바르니깐 ㄹㅇ 우스워 짐 ㅋ,0,보통이에요,예상보다 짧아요,보통이에요,아주 촉촉해요
2024.01.15,5점만점에 2점,"트러블성, 여름쿨톤, 민감성, 블랙헤드",,한달이상사용,[옵션] 파파야 잼,너무 가격이 싼건 다 이유가 있는거 같습니다.. 유명한거 같아서 샀는데 단독으로는 진짜 아닌데 촉촉한 립 위에 약간만 발라도 왠지 모르겠지만,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요
2024.01.03,5점만점에 1점,"민감성, 여름쿨톤, 다크서클, 모공",,한달이상사용,[옵션] [기획] 베어 그레이프,음.. 사실 왜 인기 있는지는 모르겠지만 구매 이유가 탕후루 그립톡 때문이었기에 제품력은 글쎄,0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2023.12.15,5점만점에 1점,"복합성, 웜톤, 각질, 다크서클",,,[옵션] [올리브영단독]누카다미아,"가을뮤트 추천템이라매 ㅠㅠ!!!!!! 돈아깝템..
왜다들 극찬하는지 모르겠음... 바르면 고기먹은거 마냥 번들번들거리고 다른 매트립이랑 조화도 안되고.... 완전 별로에요 ㅠㅠ 비추
유지력도 똥망!!!",0,보통이에요,보통이에요,다소 아쉬워요,아주 촉촉해요
2023.12.07,5점만점에 2점,"복합성, 여름쿨톤, 다크서클, 피지과다",,한달이상사용,[옵션] [올리브영단독]베어그레이프,촉촉하긴 한데… 딱 바르는 순간만 그렇고 다음부터는 저금 끈적해짐ㅜㅜ 처음 수분감 날아가면 각질 너무 올라와서 요새는 잘 안씀… 그치만 각질 잘 불려주고 쓰는 거면 데일리로 쓰기 좋음,0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요
2023.12.06,5점만점에 2점,,,한달이상사용,[옵션] 베어 베리 스무디,쫀쫀한데 생각보다 발색력 지속력 모두 약해요ㅠㅠ 립밤 필수입니다,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2023.11.24,5점만점에 2점,"복합성, 가을웜톤, 각질, 모공",,한달이상사용,[옵션] [올리브영단독]베어그레이프,생각보다 손이안가구.. 건조해지구 별로였습니다. 재구매는안할듯,0,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요
2023.11.21,5점만점에 1점,"건성, 쿨톤, 각질, 미백",,,[옵션] 체리 밤,"극 여쿨이나 극 겨쿨에게 어울릴 색상이에요
요플레 현상 있구요
촉촉함이 사라지면 형광 핑크만 입술에 남아서
창백해 보여요",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2023.11.07,5점만점에 2점,"지성, 여름쿨톤, 다크서클, 미백",,,[옵션] [올리브영단독]베어그레이프,수분감도 좋은데 여쿨이 바르기에 너무 칙칙해요 당근했어요..~ ㅋㅋ,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.11.05,5점만점에 2점,,,,[옵션] 다크 코코넛,"이게 색상은 완전 마음에 드나
시간이 지나면 입술에 입자가 생겨서
막 머 뭍은듯한",0,아주 만족해요,보통이에요,보통이에요,보통이에요
2023.10.24,5점만점에 2점,"복합성, 쿨톤, 각질, 모공",,한달이상사용,[옵션] 베어 피그,색이 아쉬워요 롬앤 이 시리즈는 지속력이 별로라 색이 별로니까 손이 아예 안 가는 것 같아요,0,보통이에요,예상보다 짧아요,보통이에요,아주 촉촉해요
2023.10.21,5점만점에 2점,"복합성, 여름쿨톤, 각질, 다크서클",,,[옵션] [올리브영단독]포멜로 스킨,"칙칙함
뮤트톤 좋아하면 사셈
가을딥 채도 중요하면 사지마셈
근데 취향차이니까 뭐",0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2023.10.15,5점만점에 1점,"트러블성, 웜톤, 모공, 트러블",166,한달이상사용,[옵션] 베리 베리 핑크,여큘라 추천색이라는데 음..? 저한테는 푸른끼가 강하게 표현되고 그냥 색이 별로였어서 두번 발색하고 당근해버렸네요ㅠㅠ,1,보통이에요,보통이에요,보통이에요,보통이에요
2023.09.28,5점만점에 2점,"지성, 여름쿨톤, 다크서클, 모공",,한달이상사용,[옵션] 베어 베리 스무디,촉촉립임에도 지속력이 좋아서 이 라인을 자주 구매하는데 그닥 만족하지는 않아요 색상도 너무 발색이 약하고 ..,0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2023.09.12,5점만점에 1점,"건성, 겨울쿨톤, 각질, 미백",,,[옵션] 베어 피그,겨울다크한테는 핑크빛이 많이돌긴하는데 그래두 예뻐용..,0,아주 만족해요,지속이 오래돼요,보통이에요,아주 촉촉해요
2023.08.04,5점만점에 2점,"트러블성, 웜톤, 모공, 트러블",166,,[옵션] 베리 베리 핑크,여쿨라 추천색이라 해서 구매해봤는데 음.. 글쎄요.. 저는 두번 사용해보고 서랍안에만 박혀있네여ㅠㅠ 저한테는 푸른끼가 너무 심하게 올라와서 처음에 정—말 얇게 바를 때만 그나마 괜찮은 정도였어요.,1,다소 아쉬워요,지속이 오래돼요,보통이에요,보통이에요
2023.07.30,5점만점에 2점,"복합성, 겨울쿨톤, 각질, 다크서클",,,[옵션] 베어 바인,음 색을 안보거 사서 그런지 21호 쓰는 좀 까무잡잡한 겨울쿵톤인데 입술만 너무 동동떠보이네요ㅠㅠㅠ,0,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2023.07.24,5점만점에 2점,"복합성, 쿨톤, 각질, 모공",,,[옵션] 멀드 피치,브라이트톤이 쓰기엔 얼굴이 칙칙.... 거뭇해져요 ㅠ 다크한 느낌이 강하네요,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.07.23,5점만점에 2점,"건성, 봄웜톤, 블랙헤드, 잡티",,,[옵션] 파파야 잼,색깔이 그렇게 이쁘지 않아요 칙칙 해요ㅎㅎ슬픕니다.. 롬앤제품,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.07.07,5점만점에 2점,"건성, 봄웜톤, 다크서클, 모공",,한달이상사용,[옵션] 쥬쥬브,"롬앤은 리뷰 안보나요?
리뷰보면 틴트 샌다는 얘기 엄청 많은거 같은데
패키지 리뉴얼 해주세요..",8,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2023.06.30,5점만점에 2점,"건성, 쿨톤, 민감성, 트러블",973,,[옵션] [올리브영단독]누카다미아,용기가 튼튼하지 않은 것 같아요 너무 쉽게 새어나와서 가방 다 버렸네요ㅜ,7,보통이에요,보통이에요,보통이에요,보통이에요
2023.06.21,5점만점에 2점,"중성, 웜톤, 민감성",,한달이상사용,[옵션] [올리브영단독]포멜로 스킨,"제형이나 표현은 촉촉하고 처음에 광나고 예쁜데
색상이 저한텐 아쉬워요.
저는 봄웜라이트톤인데, 이건 저한테 차분하게 느껴져요.
차분한톤 미지근톤 베이지계열 잘맞는분께 추천드려요",0,보통이에요,보통이에요,보통이에요,아주 촉촉해요
2023.06.20,5점만점에 1점,,,한달이상사용,[옵션] (글로스기획)베어그레이프,"생얼에 바르기 좋네요
화장하고 바르면 너무 연해서 안 바른것같아요",0,보통이에요,보통이에요,보통이에요,보통이에요
2023.06.10,5점만점에 2점,"건성, 봄웜톤, 다크서클, 모공",,,[옵션] 베어 애프리콧,색상 선택 미스에요. 저 봄 웜이라고 생각했는데 아닌가봐요. 허옇게 둥둥 뜨네요ㅜㅜ,0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2023.06.07,5점만점에 2점,"약건성, 여름쿨톤, 각질, 모공",,,[옵션] [올리브영단독]베어그레이프,"색깔이 입술 위에서 많이 보라샥입니다
보랗게 질린 입술 색 되네요
입술색 아예 제로이신 분이 쓰세요
싸구려마이쭈 향이 납니다
옛날 로드샵틴트나 향기나는 볼펜..? 같은 향이요",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요
2023.06.07,5점만점에 2점,,,,[옵션] [올리브영단독]포멜로 스킨,음...재구매는 안할거같아요~ 발랐을때보다 시간이 지났을때 색상이 짙어져서 .... 휴지로 닦아내요.. 그리고 건조해지는 입술... 너무 별루에요,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.06.04,5점만점에 1점,"복합성, 겨울쿨톤, 각질, 모공",,,[옵션] [올리브영단독]포멜로 스킨,지속력은 모르겠고 잘묻는지도 모르겠네요 발림성은 괜찮아요,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.06.02,5점만점에 2점,"복합성, 봄웜톤, 트러블",,한달이상사용,[옵션] 파파야 잼,음 생각보다 제입술에서는 색이 핑크에 형광끼가 돌더라구요 흑흑 사실 좀 실망이었어요,0,보통이에요,예상보다 짧아요,다소 아쉬워요,보통이에요
2023.06.01,5점만점에 2점,,,,[옵션] 핑크 팝시클,"롬앤 자주 구매했는데 얘 지속력 진짜 너무 없어요 ...
첨 바를때 촉촉은한데 오분뒤 사라져요",0,다소 아쉬워요,예상보다 짧아요,아주 만족해요,아주 촉촉해요
2023.05.03,5점만점에 1점,"지성, 쿨톤, 각질, 다크서클",,한달이상사용,[옵션] [어워즈기획]베어 그레이프,"주머니에 꼭 들고 다녀요.
아쉬운점 하나만 이야기 하자면 입구가 너무 잘 더러워져요...ㅠ 그거 빼고는 다 너무 마음에 듭니다",0,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요
2023.04.17,5점만점에 1점,,,한달이상사용,[옵션] 쥬쥬브,"핫핑크!!!!!! 발색입니다 상세페이지 구라예요
지속력도 너무 안 좋고 잠깐 촉촉했다가 금방 매트해집니다",0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요
2023.04.06,5점만점에 2점,"복합성, 쿨톤, 잡티, 홍조",,한달이상사용,[옵션] 체리 밤,좋은지 모르겠어요 발색은 좋습니다.. ! 그게 전부 .. 인거같음,0,보통이에요,보통이에요,보통이에요,보통이에요
2023.03.28,5점만점에 2점,,,한달이상사용,[옵션] 플럼콕,"너무 번들거리는 느낌이고 발색이 별로입니다…
이도저도 아닌 느낌이랄까…",0,보통이에요,보통이에요,다소 아쉬워요,보통이에요
2023.03.27,5점만점에 2점,"지성, 봄웜톤, 민감성, 피지과다",,,[옵션] 파파야 잼,"색상도 예쁘고 촉촉하고 다 좋아요, 착색도 잘 되고.
그런데 민감성인 저에게는 안 맞는건지 롬앤 틴트만 바르면 다음날 입술이 트고 따갑고 접촉성 피부염이 생기네요",0,아주 만족해요,보통이에요,보통이에요,아주 촉촉해요
2023.03.19,5점만점에 2점,"트러블성, 웜톤, 각질, 다크서클",,한달이상사용,[옵션] [올리브영단독]누카다미아,"촉촉한제형인데 시간지나면 좀 건조함
냄새가 진짜 이상한달다구리딸기약냄새...
냄새 호불호 진짜 갈릴듯",1,보통이에요,보통이에요,보통이에요,보통이에요
2023.03.16,5점만점에 1점,,,,[옵션] [올리브영단독]베어그레이프,"왜 1위인지 모르겠음...
사진이랑 너무 색감 차이 나요
사진보다 더더더 톤다운됨..",0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2023.03.16,5점만점에 2점,,,,[옵션] 쥬쥬브,"쥬쥬브= 완벽한 핑크입니다
제발 제 말을 믿어주세요... 상세 발색이랑 아예 다릅니다",0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2023.01.01,5점만점에 1점,"건성, 웜톤, 각질, 모공",,,[옵션] 쥬쥬브,쥬쥬브는 쿨톤용인듯 웜톤인 제가 쓰니까 색깔이 별로 마음에 안들었어요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2022.12.30,5점만점에 1점,"민감성, 여름쿨톤, 다크서클, 모공",,한달이상사용,[옵션] [올리브영단독]누카다미아,입술 건조하고 각질부각 심한편이라 립스틱은 아예 못바르는데 이건 발라도 부각 별로 안심하고 바를 수 있어서 좋아요,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2022.09.07,5점만점에 2점,,,,[옵션] 파파야 잼,"좋아요 ! 근데 생각보다 사진이랑 색이 다른거 같아요
발림성 좋고 냄새도 좋어요 !",0,보통이에요,보통이에요,보통이에요,보통이에요
2022.09.03,5점만점에 1점,"민감성, 여름쿨톤, 다크서클, 모공",,,[옵션] [올리브영단독]누카다미아,색상도 좋고 발림성도 좋은데 쿨톤이라 너무 안어울리네요ㅠ,1,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
2022.08.23,5점만점에 2점,,,,[옵션] 애플브라운,색은 생각보다 발색이 잘안나오고 촉촉한데 지속력... 너무 짧아서 아쉽네요,0,보통이에요,예상보다 짧아요,아주 만족해요,아주 촉촉해요
2022.07.31,5점만점에 1점,,,,[옵션] 베어 피그,일단 저는 겨울쿨톤 브라이트 인데요. 베어피그 유튜브로 봤을때 너무너무 예뻐서 샀는데... 뮤트톤 이신분들에게 어울리실듯해요. 저는 약간 팥죽같이 발색되서 못쓰겠어요 ㅠ,0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2022.05.20,5점만점에 2점,"지성, 쿨톤, 모공",,,[옵션] 핑크 팝시클,핑크팝시클 형광끼가 장난 아니네요.. 좀 촌스러운 느낌 ㅜㅠ 여쿨라인데 좀 무리였나봐요,0,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요
2022.03.17,5점만점에 1점,,,한달사용리뷰,[옵션] [올리브영단독]누카다미아,굳이.. 입니다 지속력도 별로거 색상도 별로거 향도 별로에요,0,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2022.02.19,5점만점에 1점,,,한달사용리뷰,[옵션] 피그피그,여름쿨뮤트에 잘맞는다고 샀는데 잘 어울리진 않는 것 같아요. 후회템.,0,다소 아쉬워요,보통이에요,보통이에요,보통이에요
2021.11.22,5점만점에 1점,,,한달사용리뷰,[옵션] [올리브영단독]누카다미아,"봄웜라이트인데요 잘받는색이아니데요 안색이 칙칙ㅠ
색상실패한것 같아요",0,보통이에요,예상보다 짧아요,보통이에요,보통이에요
2021.09.30,5점만점에 1점,"복합성, 웜톤, 각질, 모공",,,[옵션] [올리브영단독]필링 앵두,진짜 제가 써본 틴트 중 제일 별로였어요 처음엔 촉촉하게 발리는가 싶더니 나중엔 다 갈라지고 입술 상태가 말이아니였어요ㅠㅠ,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2021.08.07,5점만점에 2점,,,,[옵션] 핑크 팝시클,"신상이라 샀는데
톤 무시하고 ㅋㅋ
이뻐서 샀더니
안어율리내요
여름라이트가 ㅋ아닌가보ㅏㅇㅅ",0,보통이에요,보통이에요,보통이에요,보통이에요
2021.07.04,5점만점에 1점,"복합성, 쿨톤, 각질, 모공",,한달사용리뷰,[옵션] [올리브영단독]필링 앵두,"베이스로 까는 립이라더니
정말인가봐요
지속력은 진짜 별로였어요
근데 향은 좋네요",0,보통이에요,예상보다 짧아요,아주 만족해요,보통이에요
2021.01.14,5점만점에 1점,,,한달사용리뷰,[옵션] 피그피그,생각보다 넘 칙칙하고 쿨톤에는 안맞아요ㅠ 향도이상,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2020.03.03,5점만점에 1점,"복합성, 웜톤, 각질, 모공",,,[옵션] 섬머센트,저랑 너무너무 안어울려요 그래서 아쉬워요 촉촉하긴해요,0,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요
2020.03.03,5점만점에 1점,"복합성, 웜톤, 각질, 모공",,,[옵션] 체리 밤,"저랑 너무 안어울려요 촉촉해요
색깔만 잘어울렸어도",1,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요
2025.01.29,5점만점에 2점,"트러블성, 여름쿨톤, 트러블, 홍조",,한달이상사용,[옵션] [어워즈한정기획] 23 피치 피치 미,기대를 많이 한 만큼 너모 아쉬운 건 어쩔 수 없나봐여... 확실하게 말씀드릴 수 있는 건 공홈 발색과 거리가 있다는 것.. 립 몇십개 사용하며 처음으로 자극을 느껴봤어요..🥲🥲,0,다소 아쉬워요,지속이 오래돼요,보통이에요,보통이에요
2025.01.26,5점만점에 2점,"건성, 웜톤, 모공, 민감성",,한달이상사용,[옵션] 22 도토리 밤,"첫 발색이 가장 예뻐요
시간 지나면 탁해지고
글로시 립 특유의..
바른 지 꽤 됐을 때 마르면 주름 부각 되는 게 심해요",0,아주 만족해요,예상보다 짧아요,보통이에요,매트해요
2025.01.15,5점만점에 2점,"복합성, 웜톤, 모공, 미백",,,[옵션] [어워즈한정기획] 03 베어 그레이프,"별루에요 다시 안살거같아여 ㅜㅜ
색도없고 아주살짝따가운데 플럼핑효과도모르겠고..",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요
2025.01.14,5점만점에 2점,"약건성, 웜톤, 각질, 다크서클",,한달이상사용,[옵션] [어워즈한정기획] 23 피치 피치 미,이게 어떻게 피치인가요.. 피치색상 생각하고 상세페이지 다 보고 구매했는데 완전 바비핑크라서 놀랐어요...,0,보통이에요,지속이 오래돼요,아주 만족해요,아주 촉촉해요
